studied_credits,num_of_prev_attempts,highest_education,avg_score,total_assessments,target
120,1,2,73.54545454545455,11.0,0
60,2,0,84.72727272727273,11.0,0
180,1,2,48.2,5.0,1
180,1,0,68.2,10.0,0
60,0,0,86.1,10.0,0
120,1,3,0.0,0.0,1
75,1,1,64.9,10.0,1
60,2,0,74.5,4.0,1
120,1,0,82.2,5.0,1
60,0,2,67.9090909090909,11.0,0
120,1,2,76.77777777777777,9.0,0
120,2,0,90.75,8.0,1
120,0,1,93.33333333333331,9.0,0
60,0,2,51.0,3.0,1
60,0,2,56.90909090909091,11.0,0
60,0,0,74.0,1.0,1
120,0,0,93.28571428571428,7.0,0
180,4,2,0.0,0.0,1
60,0,2,82.18181818181819,11.0,0
60,0,2,0.0,0.0,1
60,0,1,0.0,0.0,1
210,0,0,57.77777777777778,9.0,0
60,0,0,85.63636363636364,11.0,0
60,0,2,0.0,0.0,1
60,0,2,73.54545454545455,11.0,0
60,0,1,76.0,11.0,0
120,0,0,89.63636363636364,11.0,0
60,0,0,83.9090909090909,11.0,0
60,0,2,0.0,0.0,1
75,0,1,77.54545454545455,11.0,0
90,0,0,72.0909090909091,11.0,0
150,1,2,0.0,0.0,1
120,0,2,83.6,5.0,1
120,0,2,81.7,10.0,0
60,2,2,90.0,1.0,1
120,3,2,0.0,0.0,1
120,2,0,0.0,0.0,1
60,2,0,0.0,0.0,1
60,0,0,80.7,10.0,0
120,0,0,81.54545454545455,11.0,0
60,0,3,0.0,0.0,1
90,0,2,83.27272727272727,11.0,0
120,0,1,53.0,1.0,1
60,0,2,86.75,4.0,1
180,0,2,0.0,0.0,1
90,0,2,90.0,11.0,0
60,0,2,86.2,10.0,0
60,0,2,73.0,1.0,1
120,0,2,64.81818181818181,11.0,0
120,0,1,81.0,10.0,0
60,0,1,82.9,10.0,0
120,0,0,80.9090909090909,11.0,0
60,0,0,70.22222222222223,9.0,1
60,2,2,79.3,10.0,0
60,0,0,77.0,10.0,0
60,0,1,0.0,0.0,1
60,1,2,84.33333333333333,3.0,1
120,0,0,85.7,10.0,0
60,0,0,80.8,10.0,0
240,2,0,91.375,16.0,1
75,0,0,79.0,5.0,1
210,1,0,74.0,1.0,1
180,1,0,84.6,10.0,0
120,3,2,65.33333333333333,3.0,1
60,0,0,0.0,0.0,1
120,1,2,0.0,0.0,1
60,0,0,84.1,10.0,0
60,2,0,90.0,11.0,0
60,0,2,0.0,0.0,1
60,1,2,72.63636363636364,11.0,0
120,0,2,63.11111111111112,9.0,1
60,2,2,86.66666666666667,6.0,1
120,0,2,87.6,10.0,0
120,2,2,88.72727272727273,11.0,0
60,0,1,0.0,0.0,1
120,4,2,60.0,1.0,1
90,2,0,89.72727272727273,11.0,0
60,0,2,85.27272727272727,11.0,0
120,0,2,69.0,2.0,1
60,0,2,0.0,0.0,1
60,0,0,57.81818181818182,11.0,0
120,0,2,0.0,0.0,1
60,2,0,65.4,5.0,1
60,0,0,82.54545454545455,11.0,0
60,0,2,85.0909090909091,11.0,0
60,1,0,57.0,1.0,1
60,1,2,63.5,8.0,1
120,0,0,90.36363636363636,11.0,0
60,0,2,0.0,0.0,1
90,1,0,0.0,0.0,1
60,2,2,0.0,0.0,1
90,0,2,72.66666666666667,3.0,1
60,0,0,82.75,4.0,1
60,1,2,88.5,8.0,0
120,1,0,69.55555555555556,9.0,1
60,0,2,86.1,10.0,0
60,0,1,76.0,7.0,1
120,0,0,80.81818181818181,11.0,0
60,1,1,84.9090909090909,11.0,0
180,2,2,81.4,5.0,1
120,0,0,71.72727272727273,11.0,0
60,0,1,92.9090909090909,11.0,0
60,0,2,87.8,10.0,0
180,0,3,76.25,8.0,0
60,1,1,78.33333333333333,3.0,1
120,0,0,75.27272727272727,11.0,0
60,1,2,0.0,0.0,1
60,0,0,88.33333333333333,3.0,1
180,0,0,81.4,10.0,0
120,0,2,80.44444444444444,9.0,1
60,0,0,74.0909090909091,11.0,0
120,0,0,78.27272727272727,11.0,0
60,1,0,78.33333333333333,6.0,1
120,0,2,86.42857142857143,7.0,1
120,0,1,83.0909090909091,11.0,0
210,0,2,0.0,0.0,1
60,0,0,75.9090909090909,11.0,0
60,0,0,83.1,10.0,1
60,0,1,92.1818181818182,11.0,0
120,0,2,0.0,0.0,1
60,0,2,79.72727272727273,11.0,0
120,2,0,78.86666666666666,15.0,1
300,2,2,77.0,1.0,1
60,0,2,31.285714285714285,7.0,1
60,0,0,0.0,0.0,1
120,0,2,78.875,8.0,0
180,2,2,67.38461538461539,13.0,1
120,0,0,68.33333333333333,9.0,1
60,0,2,85.44444444444444,9.0,0
90,2,2,72.47368421052632,19.0,1
130,0,2,65.9090909090909,11.0,0
120,1,2,69.55555555555556,9.0,0
90,1,2,0.0,0.0,1
120,0,0,88.0,9.0,0
180,0,2,70.0,1.0,1
120,0,0,88.54545454545455,11.0,0
120,2,2,73.5,6.0,1
60,0,1,82.54545454545455,11.0,0
60,0,2,81.63636363636364,11.0,0
60,0,2,80.0,4.0,1
120,0,2,0.0,0.0,1
180,1,0,0.0,0.0,1
60,0,0,0.0,0.0,1
120,1,2,86.85714285714286,7.0,1
195,0,2,79.45454545454545,11.0,0
60,0,2,89.54545454545455,11.0,0
60,0,0,67.8,10.0,1
270,0,2,71.36363636363636,11.0,0
120,0,0,95.2,10.0,0
180,0,0,91.9,10.0,0
120,1,0,0.0,0.0,1
60,0,2,0.0,0.0,1
180,0,0,77.2,10.0,0
120,2,0,0.0,0.0,1
120,0,2,87.0,2.0,1
60,0,2,82.22222222222223,9.0,0
120,1,0,0.0,0.0,1
180,0,0,0.0,0.0,1
60,0,0,94.0,4.0,1
60,0,0,71.7,10.0,1
60,0,0,73.4,10.0,0
120,1,2,84.6,10.0,0
120,1,0,0.0,0.0,1
60,2,0,59.0,1.0,1
60,0,2,80.0,1.0,1
60,0,0,0.0,0.0,1
120,1,0,0.0,0.0,1
60,0,0,62.0,1.0,1
60,0,0,0.0,0.0,1
120,1,0,57.0,1.0,1
60,0,2,73.66666666666667,3.0,1
60,0,2,92.0909090909091,11.0,0
90,0,2,53.54545454545455,11.0,1
60,0,0,0.0,0.0,1
60,0,2,69.0,4.0,1
120,0,0,44.0,5.0,1
60,0,0,81.0,1.0,1
60,0,0,81.44444444444444,9.0,0
120,0,0,91.8181818181818,11.0,0
120,1,0,78.9090909090909,22.0,0
120,0,2,0.0,0.0,1
60,2,2,65.36363636363636,11.0,1
60,0,0,74.0,6.0,1
120,0,2,70.45454545454545,11.0,1
150,0,1,62.0,9.0,1
60,0,2,78.27272727272727,11.0,0
120,2,2,73.18181818181819,11.0,0
60,1,0,64.1,10.0,0
120,2,2,65.66666666666667,6.0,1
120,0,1,0.0,0.0,1
60,0,2,0.0,0.0,1
60,0,0,55.16666666666666,6.0,1
120,0,0,73.8,5.0,0
60,0,2,88.0,4.0,1
120,0,2,55.18181818181818,11.0,1
180,1,2,88.77777777777777,9.0,0
60,1,2,0.0,0.0,1
60,0,2,80.5,10.0,1
120,1,0,0.0,0.0,1
120,0,0,88.45454545454545,11.0,0
60,2,0,35.0,1.0,1
60,0,2,74.2,10.0,0
60,1,2,83.0,1.0,1
60,0,0,90.63636363636364,11.0,0
60,0,0,0.0,0.0,1
120,3,2,60.76923076923077,13.0,1
60,0,0,88.81818181818181,11.0,0
180,1,2,80.5,4.0,1
120,0,2,88.81818181818181,11.0,0
180,1,2,72.45454545454545,11.0,0
60,0,0,77.0,1.0,1
120,1,2,88.71428571428571,21.0,1
60,0,0,78.7,10.0,0
240,0,2,0.0,0.0,1
60,0,0,72.81818181818181,11.0,1
120,1,2,0.0,0.0,1
120,1,2,0.0,0.0,1
60,0,2,0.0,0.0,1
120,1,1,73.63636363636364,11.0,0
150,0,0,64.88888888888889,9.0,1
180,0,2,0.0,0.0,1
60,0,0,86.0,11.0,0
90,0,2,89.25,8.0,1
120,0,0,86.0,11.0,0
90,0,2,81.9090909090909,11.0,1
60,0,2,80.28571428571429,7.0,1
120,0,2,84.4,10.0,1
120,0,2,46.8,5.0,1
60,1,2,0.0,0.0,1
60,0,1,85.11111111111111,9.0,0
60,0,0,76.0,3.0,1
120,1,0,96.0,9.0,0
180,1,2,75.2,10.0,0
60,0,2,85.18181818181819,11.0,0
180,0,0,86.45454545454545,11.0,0
60,0,0,84.11111111111111,9.0,0
60,0,0,86.45454545454545,11.0,0
90,0,3,88.0909090909091,11.0,0
60,0,2,72.9090909090909,11.0,0
180,1,0,63.0,1.0,1
60,0,2,75.0909090909091,11.0,0
60,1,0,92.0,4.0,1
120,1,2,82.5,6.0,1
120,0,1,80.3,10.0,0
120,0,2,93.63636363636364,11.0,0
60,0,2,74.77777777777777,9.0,0
60,0,0,0.0,0.0,1
120,2,0,68.27272727272727,11.0,0
180,1,0,85.22222222222223,9.0,0
240,2,0,64.7,10.0,1
180,0,2,72.0,1.0,1
120,2,0,0.0,0.0,1
60,1,0,0.0,0.0,1
60,0,0,70.0909090909091,11.0,0
180,2,2,0.0,0.0,1
60,0,2,84.7,10.0,0
60,1,2,71.2,20.0,1
60,0,2,73.81818181818181,11.0,0
60,1,2,81.0,15.0,0
120,0,0,63.0,1.0,1
60,0,0,70.8,5.0,1
60,0,2,0.0,0.0,1
120,0,2,86.9,10.0,0
120,0,2,76.125,8.0,1
60,1,0,60.0,3.0,1
60,0,2,71.54545454545455,11.0,1
90,0,3,80.0,1.0,1
120,1,2,65.0,3.0,1
90,1,0,43.22222222222222,18.0,1
90,0,2,0.0,0.0,1
60,0,0,91.0909090909091,11.0,0
60,0,2,76.0,4.0,1
120,1,2,64.72727272727273,11.0,0
120,1,2,77.25,16.0,1
120,1,0,95.72727272727272,11.0,0
180,1,2,78.54545454545455,11.0,0
60,0,0,58.5,8.0,1
60,0,1,76.33333333333333,6.0,1
120,2,0,84.22222222222223,9.0,1
60,0,0,40.0,1.0,1
90,0,1,84.0,3.0,1
120,2,2,0.0,0.0,1
60,0,2,0.0,0.0,1
60,0,0,91.0,1.0,1
60,0,0,70.6,5.0,1
180,1,2,65.71428571428571,14.0,1
120,0,0,81.77777777777777,9.0,0
120,1,1,74.9090909090909,11.0,0
60,1,2,0.0,0.0,1
60,0,0,91.36363636363636,11.0,0
180,0,0,89.18181818181819,11.0,0
150,1,0,0.0,0.0,1
60,0,2,44.0,3.0,1
60,0,2,60.16666666666666,6.0,1
60,0,2,72.7,10.0,1
60,0,2,63.75,8.0,1
60,0,0,70.8,10.0,0
120,2,0,87.58333333333333,12.0,0
130,0,1,77.11111111111111,9.0,1
120,1,0,81.9,10.0,1
120,1,2,85.0909090909091,11.0,0
60,0,0,78.36363636363636,11.0,0
60,0,0,0.0,0.0,1
60,1,1,94.0909090909091,11.0,0
120,0,0,0.0,0.0,1
60,0,3,54.0,1.0,1
60,0,0,80.0,11.0,0
60,0,1,76.36363636363636,11.0,0
150,0,0,83.0,10.0,0
120,0,0,78.375,8.0,1
120,0,0,70.54545454545455,11.0,0
60,0,0,86.63636363636364,11.0,0
60,1,2,50.833333333333336,12.0,1
60,0,2,90.1818181818182,11.0,0
60,1,2,80.33333333333333,6.0,1
120,1,1,78.9,10.0,0
60,0,1,0.0,0.0,1
120,1,0,75.0,2.0,1
120,0,0,85.72727272727273,11.0,0
120,0,0,77.63636363636364,11.0,0
120,1,2,0.0,0.0,1
60,0,0,77.0,11.0,0
180,1,0,88.0909090909091,11.0,0
60,0,2,0.0,0.0,1
60,0,2,0.0,0.0,1
60,0,0,0.0,0.0,1
60,0,2,0.0,0.0,1
60,0,0,64.0,2.0,1
60,0,2,85.5,4.0,1
60,0,2,73.81818181818181,11.0,0
60,0,0,83.81818181818181,11.0,0
75,0,0,78.81818181818181,11.0,0
120,1,2,78.18181818181819,11.0,0
60,0,2,0.0,0.0,1
90,0,2,0.0,0.0,1
75,0,2,74.0,8.0,1
120,0,0,72.27272727272727,11.0,0
120,1,0,89.72727272727273,11.0,0
60,0,3,0.0,0.0,1
120,0,0,0.0,0.0,1
120,0,2,73.7,10.0,0
120,0,0,0.0,0.0,1
60,0,2,77.0,5.0,1
60,0,0,84.0,4.0,1
180,1,2,65.0,1.0,1
60,0,2,78.3,10.0,0
120,0,2,75.0,1.0,1
60,0,0,54.0,10.0,0
60,0,0,79.55555555555556,9.0,0
60,0,0,80.27272727272727,11.0,0
120,1,2,72.44444444444444,9.0,0
60,0,0,0.0,0.0,1
60,0,0,79.7,10.0,0
60,0,2,83.63636363636364,11.0,0
60,0,2,80.27272727272727,11.0,0
120,1,2,40.0,1.0,1
120,1,0,83.6923076923077,13.0,0
120,1,2,75.9090909090909,11.0,0
60,0,2,72.8,10.0,0
60,0,2,79.8,5.0,1
120,0,2,0.0,0.0,1
90,0,0,71.0,11.0,0
180,1,2,0.0,0.0,1
60,0,2,88.54545454545455,11.0,0
60,0,2,75.54545454545455,11.0,0
60,0,2,86.36363636363636,11.0,0
120,0,2,64.0909090909091,11.0,0
60,0,2,81.0909090909091,11.0,0
60,0,2,83.6,10.0,0
60,0,1,0.0,0.0,1
180,1,2,0.0,0.0,1
60,0,2,72.5,4.0,1
120,0,2,83.0,9.0,1
60,0,0,92.45454545454544,11.0,0
60,0,0,95.54545454545456,11.0,0
60,0,1,0.0,0.0,1
60,0,2,77.6,10.0,0
120,1,2,88.8,10.0,0
180,1,2,68.81818181818181,11.0,0
180,1,2,0.0,0.0,1
120,0,2,72.81818181818181,11.0,0
120,0,0,66.7,10.0,0
120,0,1,75.0,11.0,0
120,0,1,70.11111111111111,9.0,1
180,1,1,90.27272727272728,11.0,0
210,0,0,0.0,0.0,1
240,0,2,0.0,0.0,1
180,1,2,0.0,0.0,1
120,0,1,0.0,0.0,1
120,0,0,78.75,4.0,1
120,0,0,89.7,10.0,0
120,1,2,45.0,11.0,0
180,1,0,82.9,10.0,0
120,0,0,85.54545454545455,11.0,0
120,0,2,87.25,4.0,1
120,0,2,79.8,10.0,0
60,0,0,69.54545454545455,11.0,0
60,0,2,0.0,0.0,1
120,0,2,0.0,0.0,1
150,0,2,0.0,0.0,1
120,0,0,72.27272727272727,11.0,0
150,1,2,0.0,0.0,1
120,0,2,73.0,1.0,1
60,0,0,84.0,3.0,1
120,0,0,52.333333333333336,3.0,1
120,0,0,66.0,11.0,0
120,1,2,79.81818181818181,11.0,0
120,0,2,72.0,1.0,1
60,0,2,46.0,1.0,1
60,0,3,0.0,0.0,1
120,1,2,85.54545454545455,11.0,0
120,0,2,96.0,11.0,0
150,1,1,0.0,0.0,1
120,1,2,90.0,2.0,1
120,1,2,85.72727272727273,11.0,0
60,0,1,76.9090909090909,11.0,0
120,1,2,49.5,2.0,1
120,0,1,77.0,4.0,1
120,0,2,79.8,5.0,1
120,1,2,80.0,10.0,0
120,1,2,70.42857142857143,7.0,1
120,1,2,0.0,0.0,1
60,0,0,70.81818181818181,11.0,0
60,0,0,79.77777777777777,9.0,1
180,0,0,97.0,10.0,0
240,0,0,61.81818181818182,11.0,0
120,0,0,0.0,0.0,1
180,0,2,81.18181818181819,11.0,0
120,1,2,60.66666666666666,3.0,1
120,1,2,0.0,0.0,1
120,0,2,0.0,0.0,1
120,0,2,91.85714285714286,7.0,1
120,0,0,65.55555555555556,9.0,1
60,0,2,60.0,11.0,1
60,0,3,0.0,0.0,1
180,1,2,0.0,0.0,1
120,1,2,85.0,2.0,1
120,0,1,85.27272727272727,11.0,0
60,0,0,78.63636363636364,11.0,0
120,0,0,0.0,0.0,1
120,0,0,82.45454545454545,11.0,0
120,0,0,72.5,4.0,1
60,0,2,82.4,10.0,0
120,1,2,0.0,0.0,1
270,0,0,0.0,0.0,1
60,0,0,0.0,0.0,1
120,0,2,0.0,0.0,1
120,0,0,94.1818181818182,11.0,0
120,0,2,69.0909090909091,11.0,0
60,0,0,76.875,8.0,0
120,0,0,83.72727272727273,11.0,0
120,0,2,93.55555555555556,9.0,0
120,0,0,86.81818181818181,11.0,0
120,0,0,79.25,8.0,0
60,0,2,0.0,0.0,1
60,0,0,87.72727272727273,11.0,0
120,1,2,61.0,5.0,1
60,0,0,80.7,10.0,0
120,0,2,0.0,0.0,1
240,0,2,54.0,3.0,1
120,1,1,74.5,4.0,1
120,0,2,0.0,0.0,1
120,0,0,79.0,10.0,0
120,0,0,87.2,10.0,0
120,0,2,85.2,10.0,0
60,0,0,94.0,11.0,0
60,0,2,56.36363636363637,11.0,1
120,0,3,0.0,0.0,1
60,0,1,0.0,0.0,1
120,1,2,54.0,4.0,1
60,0,0,46.75,4.0,1
90,0,2,71.66666666666667,6.0,1
180,0,2,0.0,0.0,1
120,0,0,72.0,7.0,1
120,1,2,55.66666666666666,3.0,1
60,0,2,78.0,4.0,1
120,0,0,88.54545454545455,11.0,0
120,0,2,82.33333333333333,3.0,1
180,0,0,74.0,10.0,0
240,0,0,56.22222222222222,9.0,1
60,0,0,0.0,0.0,1
60,0,0,86.81818181818181,11.0,0
60,0,1,71.18181818181819,11.0,0
120,1,0,0.0,0.0,1
180,1,2,89.45454545454545,11.0,0
70,0,1,92.9090909090909,11.0,0
180,0,0,79.9,10.0,0
60,0,0,0.0,0.0,1
120,0,2,81.8,10.0,0
120,1,2,0.0,0.0,1
75,0,2,0.0,0.0,1
180,0,0,72.77777777777777,9.0,1
120,0,2,32.333333333333336,3.0,1
150,0,0,77.9,10.0,0
180,0,0,0.0,0.0,1
120,0,2,85.4,5.0,1
120,0,0,70.16666666666667,6.0,1
120,0,2,81.1,10.0,1
120,0,2,82.5,2.0,1
60,0,1,74.0,2.0,1
120,0,0,72.4,10.0,0
120,0,0,81.81818181818181,11.0,0
120,0,0,92.72727272727272,11.0,0
120,0,0,0.0,0.0,1
60,0,0,84.0909090909091,11.0,0
60,0,1,78.9,10.0,0
120,1,2,77.875,8.0,1
120,1,0,93.45454545454544,11.0,0
60,0,2,69.0,9.0,0
180,0,1,0.0,0.0,1
120,0,1,0.0,0.0,1
120,1,2,0.0,0.0,1
60,0,0,81.0909090909091,11.0,0
150,0,2,74.75,4.0,1
180,1,0,81.81818181818181,11.0,0
120,0,2,0.0,0.0,1
180,1,2,83.0,1.0,1
60,0,1,83.7,10.0,0
120,1,2,74.5,10.0,0
120,0,2,40.5,2.0,1
120,0,2,85.36363636363636,11.0,0
90,0,0,79.27272727272727,11.0,0
60,0,2,76.63636363636364,11.0,0
120,1,2,46.90909090909091,11.0,1
60,0,2,75.42857142857143,7.0,1
60,0,2,49.0,1.0,1
60,0,2,64.6,5.0,1
60,0,0,89.11111111111111,9.0,0
60,0,2,87.25,4.0,1
120,0,2,87.25,8.0,0
60,0,2,0.0,0.0,1
60,0,2,0.0,0.0,1
60,0,2,76.0,3.0,1
60,0,0,83.45454545454545,11.0,0
60,0,2,0.0,0.0,1
120,0,2,82.9090909090909,11.0,0
120,0,0,80.0,3.0,1
60,0,0,0.0,0.0,1
120,1,0,78.27272727272727,11.0,0
60,0,0,0.0,0.0,1
120,0,0,0.0,0.0,1
120,1,1,72.375,8.0,1
120,0,0,84.7,10.0,0
60,0,2,85.72727272727273,11.0,0
120,0,0,50.8,5.0,1
60,0,0,0.0,0.0,1
120,0,0,0.0,0.0,1
120,0,0,57.36363636363637,11.0,0
120,1,2,70.1,10.0,0
60,0,2,0.0,0.0,1
60,0,2,0.0,0.0,1
75,0,1,83.0,11.0,0
120,0,0,0.0,0.0,1
120,1,0,0.0,0.0,1
120,0,0,86.25,4.0,1
90,0,2,83.72727272727273,11.0,0
120,0,1,91.72727272727272,11.0,0
120,0,0,75.5,8.0,1
60,0,2,62.9,10.0,0
120,0,0,0.0,0.0,1
120,1,0,0.0,0.0,1
180,0,2,0.0,0.0,1
60,0,3,0.0,0.0,1
60,0,1,79.18181818181819,11.0,0
60,0,2,0.0,0.0,1
60,0,3,74.125,8.0,0
180,1,2,82.0,10.0,1
60,0,2,74.1,10.0,1
120,0,1,0.0,0.0,1
120,1,0,0.0,0.0,1
60,0,0,85.45454545454545,11.0,0
60,0,0,79.22222222222223,9.0,0
180,0,1,89.81818181818181,11.0,0
120,0,2,87.18181818181819,11.0,0
60,0,2,0.0,0.0,1
60,0,1,0.0,0.0,1
120,1,2,0.0,0.0,1
120,1,2,84.33333333333333,9.0,1
120,0,2,70.7,10.0,0
60,0,2,87.8,10.0,0
120,0,0,0.0,0.0,1
60,0,2,77.4,5.0,1
60,0,2,66.7,10.0,0
60,0,2,1.0,1.0,1
120,0,2,0.0,0.0,1
180,0,0,0.0,0.0,1
120,1,1,69.8,10.0,0
120,1,0,70.75,8.0,1
60,0,2,84.5,4.0,1
90,0,1,77.72727272727273,11.0,0
60,0,2,84.5,10.0,0
120,0,2,72.66666666666667,3.0,1
120,0,0,0.0,0.0,1
60,0,2,0.0,0.0,1
120,0,2,0.0,0.0,1
120,0,2,0.0,0.0,1
60,0,2,74.83333333333333,6.0,1
120,0,2,0.0,0.0,1
60,0,0,0.0,0.0,1
60,0,1,84.0,11.0,0
60,0,0,0.0,0.0,1
60,0,2,74.0,7.0,1
120,0,0,69.0,2.0,1
60,0,0,72.3,10.0,1
60,0,2,0.0,0.0,1
60,0,0,0.0,0.0,1
60,0,2,0.0,0.0,1
60,0,2,87.4,5.0,1
60,0,0,87.54545454545455,11.0,0
60,0,0,84.54545454545455,11.0,0
60,0,0,77.18181818181819,11.0,0
60,0,0,91.1,10.0,0
75,0,0,86.45454545454545,11.0,0
60,0,1,82.55555555555556,9.0,0
60,0,2,58.66666666666666,9.0,1
60,0,0,85.0,11.0,0
60,0,2,38.0,1.0,1
120,1,0,76.16666666666667,12.0,0
60,0,2,81.0,11.0,0
120,1,0,75.92307692307692,13.0,0
60,0,0,73.8,10.0,1
60,0,2,95.33333333333331,6.0,1
60,0,0,77.8,10.0,0
60,0,2,87.63636363636364,11.0,0
60,0,2,0.0,0.0,1
60,0,1,0.0,0.0,1
60,0,2,0.0,0.0,1
60,0,1,0.0,0.0,1
75,0,2,69.3,10.0,1
120,0,0,76.7,10.0,0
60,0,2,77.18181818181819,11.0,0
120,0,1,91.2,10.0,0
60,0,0,77.8,5.0,1
120,0,2,67.16666666666667,6.0,1
60,0,0,78.5,4.0,1
60,0,2,88.55555555555556,9.0,0
60,0,3,0.0,0.0,1
60,0,1,74.9090909090909,11.0,0
60,0,2,85.2,10.0,0
60,0,1,0.0,0.0,1
60,0,2,64.0,1.0,1
60,0,2,88.77777777777777,9.0,0
60,0,0,0.0,0.0,1
60,0,0,81.7,10.0,0
60,0,1,60.81818181818182,11.0,0
60,0,0,72.36363636363636,11.0,0
90,0,2,72.18181818181819,11.0,0
120,0,0,0.0,0.0,1
60,0,0,78.18181818181819,11.0,0
60,0,2,0.0,0.0,1
60,0,2,0.0,0.0,1
60,0,2,0.0,0.0,1
120,0,1,88.45454545454545,11.0,0
60,0,2,0.0,0.0,1
60,0,0,90.33333333333331,9.0,0
60,0,1,91.63636363636364,11.0,0
60,0,0,85.72727272727273,11.0,0
60,0,2,93.0,9.0,0
60,0,0,80.0,10.0,0
60,0,0,76.9090909090909,11.0,0
60,0,0,83.85714285714286,7.0,1
60,0,0,92.54545454545456,11.0,0
60,0,2,91.1,10.0,0
60,0,0,79.6,10.0,0
60,0,0,67.88888888888889,9.0,0
60,0,0,84.44444444444444,9.0,0
60,0,3,62.0,3.0,1
60,0,2,70.81818181818181,11.0,0
60,0,0,89.45454545454545,11.0,0
60,0,0,0.0,0.0,1
60,0,2,87.33333333333333,9.0,0
60,0,0,74.0,9.0,0
60,0,2,0.0,0.0,1
60,0,2,81.4,10.0,0
60,0,0,73.75,8.0,1
60,0,0,0.0,0.0,1
60,0,2,48.0,1.0,1
120,0,0,86.81818181818181,11.0,0
60,0,0,82.25,4.0,1
60,0,0,85.0,9.0,0
60,0,2,0.0,0.0,1
120,0,2,46.0,1.0,1
60,0,2,0.0,0.0,1
120,0,2,82.0,8.0,1
60,0,2,0.0,0.0,1
60,0,1,0.0,0.0,1
60,0,0,79.0,1.0,1
60,0,0,88.33333333333333,9.0,0
60,0,0,71.0,6.0,1
120,0,2,59.81818181818182,11.0,0
60,0,0,86.7,10.0,0
60,0,2,72.0,11.0,1
60,0,2,0.0,0.0,1
60,0,0,0.0,0.0,1
90,0,2,0.0,0.0,1
60,0,2,71.7,10.0,0
60,0,0,83.18181818181819,11.0,0
60,0,2,87.88888888888889,9.0,0
60,0,1,69.0,3.0,1
60,0,2,85.0,7.0,1
120,0,2,0.0,0.0,1
60,0,2,73.66666666666667,3.0,1
60,0,2,67.75,8.0,1
60,0,2,65.0,10.0,0
60,0,2,90.9090909090909,11.0,0
60,0,0,57.66666666666666,9.0,1
60,0,2,80.25,4.0,1
60,0,2,80.66666666666667,9.0,1
120,0,0,81.4,5.0,1
60,0,0,65.0,1.0,1
120,0,0,62.81818181818182,11.0,0
60,0,0,76.0,10.0,0
60,0,2,44.66666666666666,6.0,1
60,0,0,41.833333333333336,6.0,1
75,0,2,73.45454545454545,11.0,0
60,0,0,84.0909090909091,11.0,0
60,0,2,64.27272727272727,11.0,0
60,0,2,78.5,2.0,1
60,0,0,0.0,0.0,1
60,0,0,0.0,0.0,1
60,0,1,40.0,1.0,1
60,0,2,0.0,0.0,1
60,0,2,0.0,0.0,1
60,0,0,70.0,1.0,1
60,0,0,93.0,11.0,0
60,0,2,83.1,10.0,0
60,0,2,59.75,8.0,1
60,0,2,88.9090909090909,11.0,0
60,0,1,87.8,10.0,0
60,0,0,85.0,1.0,1
60,0,2,0.0,0.0,1
120,0,0,0.0,0.0,1
60,0,0,0.0,0.0,1
60,0,0,76.36363636363636,11.0,0
120,0,2,0.0,0.0,1
60,0,0,0.0,0.0,1
60,0,2,0.0,0.0,1
90,0,2,77.0,3.0,1
60,0,0,89.9,10.0,1
60,0,0,86.0909090909091,11.0,0
120,0,2,65.0,6.0,1
120,0,0,0.0,0.0,1
60,0,2,0.0,0.0,1
60,0,2,0.0,0.0,1
60,0,2,0.0,0.0,1
90,0,0,76.81818181818181,11.0,1
60,0,0,0.0,0.0,1
60,0,0,75.77777777777777,9.0,0
60,0,0,83.54545454545455,11.0,0
60,0,2,0.0,0.0,1
120,0,2,65.0,1.0,1
60,0,2,60.6,10.0,0
120,0,1,52.0,1.0,1
60,0,2,70.66666666666667,6.0,1
60,0,0,90.5,10.0,0
60,0,0,77.0,1.0,1
120,0,2,0.0,0.0,1
60,0,2,66.27272727272727,11.0,0
60,0,2,74.0,4.0,1
60,0,0,80.33333333333333,3.0,1
60,0,1,78.63636363636364,11.0,0
120,0,1,87.0,5.0,1
60,0,1,0.0,0.0,1
120,0,1,0.0,0.0,1
60,0,0,85.66666666666667,3.0,1
60,0,2,0.0,0.0,1
60,0,2,91.63636363636364,11.0,1
60,0,2,72.18181818181819,11.0,0
60,0,0,87.63636363636364,11.0,0
60,0,0,81.75,4.0,1
60,0,0,76.0,11.0,0
120,0,0,71.6,10.0,0
60,0,0,0.0,0.0,1
60,0,2,40.0,1.0,1
60,0,1,0.0,0.0,1
60,0,2,77.77777777777777,9.0,0
60,0,2,53.0,3.0,1
60,0,2,0.0,0.0,1
60,0,2,55.0,1.0,1
120,0,2,91.72727272727272,11.0,0
120,0,0,0.0,0.0,1
60,0,0,84.22222222222223,9.0,0
60,0,2,57.5,8.0,0
60,0,0,87.18181818181819,11.0,0
90,0,0,0.0,0.0,1
60,0,2,52.09090909090909,11.0,1
60,0,2,0.0,0.0,1
60,0,0,78.45454545454545,11.0,0
60,0,2,66.4,10.0,0
60,0,2,0.0,0.0,1
120,0,2,0.0,0.0,1
60,0,0,80.0,11.0,0
60,0,2,80.5,10.0,0
60,0,1,83.3,10.0,0
120,0,2,0.0,0.0,1
60,0,2,74.45454545454545,11.0,0
60,0,2,84.2,10.0,0
60,0,0,46.333333333333336,6.0,1
60,0,2,68.45454545454545,11.0,0
